M10045.0	부대끼리, 또는 시설과 부대가 {C:10b}직접⏎공격{C:32b}을 하고 있는 상태입니다.⏎간접 공격 중에는 해당하지 않습니다.⏎⏎교전 상태가 되면 시설에는 「{C:10b}군사{C:32b}」⏎「{C:10b}임면{C:32b}」「{C:10b}육성{C:32b}」 등의 명령만⏎내릴 수 있습니다.
M10219.0	무장의 나이입니다.⏎{C:10b}15세{C:32b}가 되면 게임에 등장하고, 30대⏎중반~90대에 수명이 다합니다.⏎수명은 무장마다 다릅니다.⏎⏎등록무장 작성에서는 생년을 정할 수⏎있습니다. 주요 시나리오의 시작⏎연도에 맞춰 나이를 조정할 수도⏎있습니다⏎(게임에 등장하는 것은 {C:10b}90세{C:32b}까지).
M10221.0	{C:10b}통솔, 무력, 지력, 정치{C:32b}의 4종류가⏎있습니다. 각 최고치는 {C:10b}100{C:32b}입니다⏎(작위나 아이템에 의한 증가분 제외).⏎⏎또한 각 능력에는 최대능력이⏎정해져 있습니다. 「{C:10b}육성{C:32b}」에서⏎육성 포인트를 투입해 최대능력까지⏎능력을 올릴 수 있습니다.
M10224.0	초기 메뉴의 「{C:10b}무장배치{C:32b}」에서는⏎등록무장을 원하는 도시에 등장시킬⏎수 있습니다. 등장할 도시가 세력의⏎통치하에 있으면 그 세력의 {C:10b}부하⏎무장으로 삼을지{C:32b}도 고를 수 있습니다.⏎부하로 삼지 않으면 재야 무장으로⏎등장합니다.⏎⏎{C:10b}신세력{C:32b}을 만들어 부하 무장을 두고⏎싶을 때도 이용하십시오.⏎「{C:10b}무장배치{C:32b}」를 하지 않은 무장은⏎미발견 무장이 됩니다⏎(「{C:10b}비등장{C:32b}」으로 설정한 경우 제외).
M10226.0	보병계 병법입니다.⏎이 병법을 고른 무장은 보병으로⏎취급됩니다.⏎⏎{C:9b}【병법 효과】{C:32b}⏎숲이나 습지에서 발동률이 오릅니다.⏎쉽게 혼란에 빠지는 결점이 있습니다.
M10230.0	군단의 식량입니다.⏎화면 왼쪽 위에 표시됩니다.⏎군단의 병사 수에 따라 {C:10b}매일{C:32b}⏎소비됩니다. 병량이 0이 되면 병사의⏎사기가 떨어지고 결국 달아납니다.⏎도시의 {C:10b}인구{C:32b}, {C:10b}수확{C:32b}을 올리면⏎병량수입이 늘어납니다.
M10232.0	다음 수입({C:10b}매년 7월{C:32b})까지 필요한⏎병량입니다. 병량지출이 지금 가진⏎병량을 넘으면 수입 전에 병량이⏎0이 되어 버린다는 뜻입니다.⏎⏎병량이 0이면 병사의 사기가⏎떨어지고, 점점 달아나 버립니다.⏎「{C:10b}구입{C:32b}」으로 병량을 사서 적자를⏎막도록 합시다.
M10234.0	적 부대를 불덫으로 끌어들입니다.⏎⏎{C:9b}【발동 방법】{C:32b}⏎　1. 모략계 병법 「{C:10b}덫{C:32b}」을 설정한⏎　　 무장을 부대에 편성⏎　2. 숲 지형에서 적 부대에 접근⏎⏎{C:9b}【성공 시 효과】{C:32b}⏎　{U:F0CD}모략계 병법의 숙련, 지력 경험⏎　{U:F0CE}적 부대의 병사⏎　　(＋혼란)
M10236.0	등록무장의 데이터입니다.⏎「{C:10b}데이터 출력{C:32b}」에서 파일 하나로⏎묶으면 다른 플레이어와 데이터를⏎주고받을 수 있습니다.
M10238.0	공격이나 병법 등을 받으면 피해가⏎숫자로 표시됩니다. 그중 약⏎{C:10b}절반의 병사는 사망{C:32b}하지만, 나머지⏎{C:10b}절반은 부상병{C:32b}이 됩니다(진형⏎「{C:10b}방원{C:32b}」은 약 8할이 부상병이 된다).⏎⏎부상병은 {C:10b}시설에 들어가면 회복{C:32b}하여⏎다시 싸울 수 있게 됩니다.⏎병법 「{C:10b}치료{C:32b}」를 발동하면 출진 중에⏎회복할 수 있습니다.
M10240.0	전쟁, 건설, 수송을 실행합니다.⏎편성하려면 최소 1명의 무장과⏎병사가 필요합니다.
M10242.0	무장의 무력입니다.⏎높을수록 {C:10b}병법의 위력이 커집니다{C:32b}.⏎또한 {C:10b}일기토에서도 유리{C:32b}해집니다.⏎공격계 병법을 발동시키거나⏎일기토에서 이기면 오르기도 합니다.
